Bsmt Qual,1st Flr SF,Garage Area,Gr Liv Area,Overall Qual,Neighborhood,House Style,Exterior 1st,Mas Vnr Type,Foundation,Garage Type,Age,SalePrice
4,910,816.0,1820,7,13,2Story,VinylSd,None,PConc,Attchd,12,213000
4,880,527.0,1724,7,20,2Story,VinylSd,None,PConc,Attchd,10,188000
3,1336,488.0,1336,6,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,48,162000
3,910,282.0,1558,5,2,1.5Fin,Wd Sdng,None,CBlock,Attchd,57,152000
4,991,678.0,1947,7,22,2Story,VinylSd,None,PConc,Attchd,6,254900
4,832,483.0,1657,7,15,2Story,VinylSd,BrkFace,PConc,Attchd,14,189000
4,2064,550.0,2064,7,16,1Story,Plywood,BrkFace,CBlock,Attchd,30,235000
3,1164,240.0,1164,5,5,1Story,MetalSd,None,CBlock,Detchd,58,125000
4,836,308.0,836,7,12,1Story,Plywood,None,CBlock,Attchd,35,120000
0,1600,270.0,1600,1,13,1Story,CBlock,None,CBlock,Attchd,55,81500
4,816,0.0,816,6,5,SFoyer,HdBoard,BrkFace,CBlock,None,17,118500
5,1766,478.0,1766,9,22,1Story,CemntBd,Stone,PConc,Attchd,0,370878
3,1001,871.0,2002,5,19,2Story,MetalSd,None,CBlock,2Types,58,145000
3,1137,431.0,1954,7,19,1.5Fin,VinylSd,BrkFace,CBlock,Attchd,69,311500
4,1364,437.0,1364,7,18,1Story,VinylSd,BrkFace,PConc,Attchd,0,210250
4,920,492.0,1861,7,20,2Story,VinylSd,None,PConc,BuiltIn,4,200000
0,1302,539.0,1734,5,13,1.5Fin,Plywood,None,CBlock,Attchd,32,126000
2,717,281.0,1039,4,4,2Story,MetalSd,None,BrkTil,Detchd,109,114000
2,833,720.0,1510,4,4,2Story,VinylSd,None,BrkTil,Detchd,99,87500
5,1164,729.0,2541,8,28,2Story,VinylSd,Stone,PConc,BuiltIn,2,349265
4,1512,845.0,1512,8,15,1Story,VinylSd,BrkFace,PConc,Attchd,5,203000
4,1434,527.0,1434,7,15,1Story,VinylSd,None,PConc,Attchd,8,189000
4,812,628.0,1653,7,22,2Story,VinylSd,None,PConc,Attchd,6,209000
2,1090,357.0,2007,6,4,2Story,Stucco,None,BrkTil,Detchd,109,160000
2,1037,431.0,1037,5,7,1Story,Plywood,BrkFace,CBlock,Attchd,33,129000
4,1389,418.0,1389,5,13,1Story,HdBoard,None,CBlock,Attchd,32,170000
3,694,352.0,694,5,19,1Story,WdShing,None,PConc,Detchd,94,90350
3,572,0.0,1096,6,5,1.5Fin,Wd Sdng,None,BrkTil,None,84,79000
3,894,552.0,894,5,20,1Story,VinylSd,None,PConc,Attchd,34,149900
4,864,576.0,864,5,11,1Story,MetalSd,None,CBlock,Detchd,37,123000
3,1095,779.0,1774,4,4,2Story,AsbShng,None,BrkTil,2Types,106,87000
3,1118,358.0,1118,6,13,SLvl,Plywood,None,CBlock,Attchd,31,171000
3,1032,288.0,1252,6,11,1.5Fin,VinylSd,None,CBlock,Attchd,58,119000
3,1148,672.0,1148,5,11,1Story,BrkFace,None,CBlock,Attchd,50,132500
3,833,228.0,1666,8,4,2Story,Stucco,None,PConc,Detchd,83,161000
4,1366,725.0,1947,9,20,2Story,VinylSd,BrkFace,PConc,BuiltIn,7,274000
3,912,336.0,912,5,7,1Story,HdBoard,None,CBlock,Detchd,43,125000
3,1195,0.0,1195,5,5,1Story,Plywood,None,CBlock,None,61,98500
4,1624,757.0,1624,8,26,1Story,ImStucc,None,PConc,Attchd,12,262000
3,914,444.0,914,5,20,1Story,HdBoard,BrkFace,CBlock,Attchd,30,134900
3,1328,308.0,1328,5,21,1Story,VinylSd,None,CBlock,Attchd,48,170000
3,686,225.0,1461,6,19,2Story,Wd Sdng,None,BrkTil,Detchd,81,135000
4,1364,473.0,2683,6,26,2Story,HdBoard,BrkFace,PConc,Attchd,18,290000
4,1258,462.0,1258,7,14,1Story,VinylSd,BrkFace,PConc,Attchd,0,173500
3,1112,230.0,2008,5,5,2Story,MetalSd,None,CBlock,Attchd,58,225000
3,1187,440.0,1187,5,11,1Story,Wd Sdng,None,CBlock,Attchd,46,140500
4,990,299.0,990,5,20,1Story,VinylSd,None,PConc,Attchd,13,126000
4,962,480.0,1586,8,22,2Story,MetalSd,BrkFace,PConc,Detchd,9,170000
4,990,576.0,990,5,20,1Story,VinylSd,None,PConc,Attchd,11,156000
3,1600,319.0,1600,5,11,1Story,MetalSd,None,CBlock,Attchd,49,207500
4,896,590.0,1792,8,22,2Story,VinylSd,None,PConc,Attchd,0,255000
4,526,297.0,988,4,1,SLvl,CemntBd,None,CBlock,BuiltIn,35,94900
3,1170,338.0,1170,5,11,1Story,BrkFace,None,CBlock,Attchd,49,140000
3,714,216.0,1376,3,4,2Story,MetalSd,None,BrkTil,Detchd,101,96900
3,1154,480.0,1154,5,11,1Story,Plywood,BrkFace,CBlock,Attchd,43,154000
3,909,816.0,1772,8,4,2Story,VinylSd,None,BrkTil,Detchd,97,184900
5,2084,1220.0,2084,10,27,1Story,CemntBd,BrkFace,PConc,Attchd,1,385000
3,951,327.0,951,4,2,1Story,Wd Sdng,None,BrkTil,Detchd,70,106500
4,1466,810.0,2687,8,26,2Story,VinylSd,BrkFace,PConc,BuiltIn,9,327000
5,2490,795.0,2490,9,22,1Story,VinylSd,Stone,PConc,Attchd,4,468000
3,1204,384.0,1666,6,2,1.5Fin,MetalSd,None,BrkTil,Detchd,82,135000
4,1141,484.0,1141,6,15,1Story,VinylSd,None,PConc,Detchd,1,142500
3,732,470.0,1464,5,11,2Story,MetalSd,None,CBlock,Attchd,40,141000
4,820,0.0,1347,5,5,2Story,MetalSd,None,CBlock,None,98,107500
3,778,240.0,1282,5,8,1.5Fin,Plywood,None,CBlock,Detchd,65,108500
4,636,472.0,1320,6,15,2Story,VinylSd,None,PConc,Attchd,12,150000
2,576,0.0,936,3,2,1.5Fin,MetalSd,None,PConc,None,90,78000
4,1580,830.0,1580,8,22,1Story,VinylSd,Stone,PConc,Attchd,1,235128
4,1824,739.0,1824,7,23,1Story,Plywood,Stone,CBlock,Attchd,36,302000
3,1558,440.0,1558,5,20,1Story,Plywood,None,CBlock,Attchd,33,163000
0,640,240.0,640,3,5,1Story,VinylSd,None,CBlock,Detchd,65,84900
3,855,440.0,1322,6,12,2Story,Plywood,None,CBlock,Attchd,35,147000
3,916,164.0,1826,7,4,2Story,Stucco,None,PConc,Attchd,94,155000
4,1339,484.0,1339,7,21,1Story,HdBoard,BrkFace,CBlock,Attchd,16,180000
0,372,0.0,1092,4,2,2Story,VinylSd,None,Slab,None,80,55000
5,1146,438.0,1146,7,21,SLvl,VinylSd,BrkFace,PConc,Attchd,4,187500
3,1125,352.0,1125,6,5,SLvl,MetalSd,BrkFace,CBlock,Detchd,33,125000
4,1020,180.0,2057,7,19,1.5Fin,BrkFace,None,CBlock,Attchd,70,250000
3,899,200.0,899,5,4,1Story,MetalSd,None,BrkTil,Detchd,98,78000
3,828,0.0,1594,4,4,1.5Fin,Wd Sdng,None,Stone,None,98,118000
5,1694,818.0,1694,8,27,1Story,VinylSd,BrkFace,PConc,Attchd,0,318000
4,1065,471.0,1911,8,15,2Story,VinylSd,BrkFace,PConc,Attchd,13,215000
2,672,0.0,672,4,2,1Story,Wd Sdng,None,BrkTil,None,81,72000
4,1523,478.0,1523,6,16,1Story,Plywood,BrkFace,CBlock,Attchd,32,180000
4,1651,616.0,1651,6,21,1Story,VinylSd,Stone,CBlock,Attchd,22,184000
3,1041,270.0,1041,5,11,1Story,MetalSd,BrkFace,CBlock,Attchd,50,124500
3,1604,576.0,1604,5,11,1Story,HdBoard,None,CBlock,Attchd,52,135000
3,1014,240.0,1672,6,6,1.5Fin,Wd Sdng,None,CBlock,Detchd,68,164900
3,1164,528.0,1164,7,16,1Story,HdBoard,BrkFace,CBlock,Attchd,37,140000
3,1041,294.0,1041,5,11,1Story,BrkFace,None,CBlock,Attchd,51,128000
4,1034,504.0,1034,6,7,SFoyer,HdBoard,BrkCmn,CBlock,Basment,30,153000
4,825,228.0,1609,6,4,1.5Fin,MetalSd,None,BrkTil,Detchd,98,127500
3,1337,264.0,1337,5,11,1Story,HdBoard,None,CBlock,Attchd,58,141500
5,1500,712.0,2622,8,26,2Story,HdBoard,BrkFace,PConc,Attchd,16,325000
4,1594,472.0,1594,7,16,1Story,VinylSd,BrkFace,PConc,Attchd,14,188500
4,1262,572.0,1262,6,22,1Story,VinylSd,Stone,PConc,Attchd,0,185000
4,1175,0.0,1175,6,15,1Story,VinylSd,BrkFace,PConc,None,3,146000
3,664,280.0,1288,6,4,2Story,Stucco,None,BrkTil,Attchd,92,119000
3,630,280.0,1302,5,3,2Story,HdBoard,BrkFace,CBlock,Detchd,38,112000
4,1247,550.0,1247,8,22,1Story,MetalSd,None,PConc,Attchd,1,197000
5,1738,831.0,2589,9,27,2Story,VinylSd,Stone,PConc,Attchd,0,412083
4,1689,857.0,1689,8,13,1Story,CemntBd,BrkFace,PConc,Attchd,6,271000
4,1405,478.0,1405,7,27,1Story,VinylSd,Stone,PConc,Attchd,4,200000
4,1324,585.0,1324,7,16,SLvl,Plywood,Stone,CBlock,Attchd,31,174000
3,1377,351.0,1377,5,11,1Story,BrkFace,None,CBlock,Attchd,47,156500
5,888,422.0,1756,6,21,2Story,VinylSd,BrkFace,PConc,Attchd,11,204000
3,1228,271.0,1228,5,7,1Story,HdBoard,None,CBlock,Attchd,42,149350
3,1008,275.0,1008,5,11,1Story,BrkFace,None,CBlock,Attchd,52,137000
4,1153,541.0,2031,7,20,2Story,VinylSd,BrkFace,PConc,Attchd,10,222500
4,752,440.0,1504,6,14,2Story,VinylSd,Stone,PConc,Attchd,0,166000
3,936,0.0,936,5,4,1Story,Wd Sdng,None,PConc,None,90,109500
0,1383,498.0,1383,4,5,1Story,VinylSd,None,CBlock,Attchd,55,122000
3,967,180.0,967,5,4,1Story,MetalSd,None,BrkTil,Detchd,87,99900
4,1656,826.0,1656,8,22,1Story,VinylSd,None,PConc,Attchd,1,249700
3,1152,300.0,1152,6,19,1Story,HdBoard,None,CBlock,Attchd,59,158500
3,1142,0.0,1142,6,15,1Story,VinylSd,None,PConc,None,1,139500
4,1403,470.0,1403,6,21,1Story,VinylSd,None,Wood,Attchd,6,202000
3,1712,588.0,1712,5,11,1Story,MetalSd,BrkFace,CBlock,Attchd,47,145000
4,1258,400.0,1258,4,7,SFoyer,Plywood,None,CBlock,CarPort,39,108959
3,1687,572.0,1687,5,21,1Story,Wd Sdng,None,CBlock,Detchd,62,160000
3,1560,484.0,1560,5,11,1Story,Wd Sdng,Stone,CBlock,Detchd,49,128600
4,1142,550.0,1935,7,16,2Story,Plywood,BrkFace,CBlock,Attchd,31,197900
5,1083,596.0,1083,7,16,SFoyer,VinylSd,Stone,CBlock,Attchd,30,172000
4,907,308.0,907,5,20,1Story,HdBoard,None,CBlock,Attchd,30,130000
5,1675,435.0,1675,6,21,1Story,VinylSd,None,PConc,Attchd,9,195000
3,988,520.0,988,5,13,1Story,HdBoard,None,CBlock,Attchd,54,113000
5,1491,490.0,1491,8,13,1Story,VinylSd,None,PConc,Attchd,5,209000
4,1479,578.0,1479,7,21,SLvl,Plywood,BrkFace,PConc,Attchd,22,213500
3,1112,480.0,1112,5,11,1Story,MetalSd,None,CBlock,Basment,58,126000
3,1689,480.0,1689,6,5,1Story,Wd Sdng,None,CBlock,Attchd,53,127500
5,1710,557.0,1710,9,28,1Story,MetalSd,BrkFace,PConc,Attchd,1,334000
3,1253,352.0,1253,6,11,1Story,MetalSd,BrkFace,CBlock,Attchd,48,157000
3,864,294.0,864,5,11,1Story,Wd Sdng,None,CBlock,Detchd,45,125500
4,728,410.0,1456,7,20,2Story,WdShing,None,PConc,Attchd,3,189000
4,1217,497.0,1217,7,13,SLvl,HdBoard,None,PConc,Attchd,19,173000
4,2151,550.0,2646,7,24,SLvl,WdShing,BrkFace,CBlock,Attchd,32,260000
4,866,578.0,1768,8,20,2Story,VinylSd,None,PConc,Attchd,2,212000
4,914,576.0,914,5,20,SFoyer,VinylSd,None,PConc,Detchd,10,148000
3,1131,480.0,1775,6,11,SLvl,HdBoard,None,CBlock,Attchd,46,136300
4,1361,600.0,2620,5,7,1.5Fin,Plywood,None,CBlock,BuiltIn,30,190000
2,830,420.0,1627,5,4,2Story,MetalSd,None,BrkTil,Detchd,108,139500
4,660,400.0,1320,7,14,2Story,VinylSd,None,PConc,Attchd,4,162000
3,772,264.0,1123,4,2,1.5Fin,AsbShng,None,PConc,Detchd,68,100000
3,874,288.0,874,5,13,1Story,Plywood,None,CBlock,Attchd,38,126500
3,1553,576.0,2730,7,15,2Story,Plywood,BrkFace,CBlock,Attchd,21,301000
4,905,684.0,1786,6,20,2Story,VinylSd,None,PConc,Attchd,10,204750
0,1040,420.0,1040,4,11,1Story,BrkFace,None,Slab,Detchd,60,90000
3,1377,393.0,2350,5,4,2Story,AsbShng,None,BrkTil,2Types,88,130000
4,884,530.0,1770,5,11,2Story,HdBoard,BrkFace,CBlock,Attchd,38,155000
3,1269,308.0,1269,5,11,1Story,BrkFace,None,CBlock,Detchd,48,155000
3,1039,504.0,1039,5,7,1Story,Plywood,None,PConc,Attchd,45,131500
3,1520,364.0,1520,6,11,SLvl,AsbShng,BrkFace,CBlock,Basment,55,153000
5,1704,772.0,1704,8,27,1Story,VinylSd,Stone,PConc,Attchd,3,306000
5,1686,899.0,1686,9,27,1Story,MetalSd,BrkFace,PConc,Attchd,0,332200
4,1646,800.0,1646,8,21,1Story,VinylSd,Stone,PConc,Attchd,1,293077
3,914,270.0,914,4,11,1Story,MetalSd,None,BrkTil,Basment,46,128000
3,1149,216.0,1616,6,4,1Story,MetalSd,None,BrkTil,Detchd,81,152000
3,720,0.0,1192,4,11,1.5Fin,AsbShng,None,CBlock,None,57,135000
3,1178,205.0,2210,6,4,2Story,Wd Sdng,None,BrkTil,Detchd,127,117500
3,866,576.0,1296,6,4,1.5Fin,MetalSd,None,BrkTil,Detchd,80,127500
4,2497,676.0,2497,8,24,1Story,BrkFace,None,CBlock,Attchd,26,373000
3,546,0.0,1092,6,1,2Story,CemntBd,None,CBlock,None,38,98000
4,896,473.0,1652,7,19,SLvl,VinylSd,BrkFace,PConc,BuiltIn,16,203135
4,909,512.0,1716,7,20,2Story,VinylSd,None,PConc,Attchd,13,191000
0,1014,267.0,1014,5,11,1Story,HdBoard,None,Slab,Attchd,52,98000
4,1200,0.0,1200,5,5,1Story,Plywood,None,CBlock,None,22,179000
5,1432,492.0,1432,8,22,1Story,VinylSd,Stone,PConc,Attchd,3,245000
5,1680,583.0,1680,7,16,1Story,VinylSd,None,PConc,Attchd,11,213250
0,869,390.0,869,4,4,1Story,MetalSd,None,Slab,Detchd,60,89900
4,885,427.0,1718,7,14,2Story,VinylSd,BrkFace,PConc,Attchd,11,185000
3,525,264.0,1092,6,3,2Story,HdBoard,BrkFace,CBlock,Detchd,34,113500
3,715,660.0,715,3,11,1Story,Wd Sdng,None,CBlock,Detchd,77,68000
5,1560,573.0,1560,7,13,1Story,VinylSd,None,PConc,Attchd,7,201000
4,866,603.0,1768,7,22,2Story,VinylSd,None,PConc,Attchd,3,226700
5,2290,1174.0,2290,10,27,1Story,CemntBd,BrkFace,PConc,Attchd,0,500067
4,848,433.0,1598,7,14,2Story,VinylSd,None,PConc,Attchd,2,201490
4,990,528.0,990,5,20,1Story,VinylSd,None,PConc,Detchd,14,155000
4,941,564.0,941,5,11,SFoyer,Plywood,BrkFace,CBlock,Attchd,31,145000
2,751,502.0,1362,6,6,2Story,Wd Sdng,None,BrkTil,Detchd,88,128000
4,940,442.0,1690,6,14,2Story,VinylSd,None,PConc,Attchd,7,187000
4,1072,525.0,1072,6,5,SFoyer,VinylSd,BrkFace,Wood,Basment,4,145500
3,572,200.0,572,4,2,1Story,MetalSd,None,BrkTil,Detchd,84,75000
4,1546,796.0,1546,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,2,217000
4,1346,660.0,1346,7,21,1Story,VinylSd,Stone,PConc,Attchd,2,220000
3,1012,484.0,1790,6,16,2Story,VinylSd,None,CBlock,Attchd,34,165150
4,1026,576.0,1026,6,20,SLvl,Plywood,None,CBlock,Detchd,30,147000
4,1504,478.0,1504,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,13,203000
3,1700,447.0,1700,5,11,1Story,BrkFace,None,CBlock,Attchd,51,165500
3,864,0.0,864,3,5,1Story,Stucco,None,BrkTil,None,94,67000
3,1020,440.0,1851,6,11,2Story,Wd Sdng,BrkFace,CBlock,Attchd,43,187000
4,756,440.0,1512,6,22,2Story,MetalSd,BrkFace,PConc,Detchd,9,180000
3,759,240.0,1298,6,19,1.5Fin,Wd Sdng,None,BrkTil,Detchd,86,146500
3,1673,583.0,1673,7,20,1Story,VinylSd,None,PConc,Attchd,7,270000
4,996,564.0,996,6,15,SFoyer,HdBoard,None,PConc,Attchd,18,147000
3,816,280.0,1224,6,11,1.5Fin,WdShing,None,CBlock,Detchd,62,132000
3,840,338.0,1374,4,4,1.5Fin,CBlock,None,PConc,Detchd,89,105000
3,936,0.0,1716,5,8,2Story,VinylSd,None,PConc,None,96,135900
4,1690,841.0,3279,8,28,2Story,CemntBd,BrkFace,PConc,BuiltIn,7,538000
4,1143,0.0,1143,7,15,1Story,VinylSd,None,PConc,None,1,147000
5,1652,840.0,1652,9,27,1Story,VinylSd,Stone,PConc,Attchd,3,325000
3,1054,240.0,1054,5,7,1Story,VinylSd,None,CBlock,Detchd,61,124000
3,935,288.0,935,5,7,1Story,HdBoard,BrkFace,CBlock,Attchd,41,137000
3,1313,528.0,2377,4,4,1.5Fin,MetalSd,None,BrkTil,Detchd,94,142900
3,1122,528.0,1122,5,4,1Story,MetalSd,None,CBlock,Attchd,60,147000
3,1180,477.0,1180,5,11,1Story,HdBoard,None,CBlock,Attchd,39,128000
3,815,225.0,1690,7,4,2.5Unf,MetalSd,None,BrkTil,Detchd,90,144000
4,1370,484.0,1370,8,27,1Story,VinylSd,Stone,PConc,Attchd,4,205000
3,1486,480.0,1486,5,5,1Story,MetalSd,None,PConc,Detchd,45,167000
3,676,200.0,1131,5,4,1.5Fin,Wd Sdng,None,CBlock,Detchd,68,66500
4,1565,704.0,2799,8,26,2Story,HdBoard,BrkFace,PConc,Attchd,13,315000
4,728,440.0,1456,7,20,2Story,VinylSd,None,PConc,Attchd,1,155835
4,1734,528.0,1734,8,28,1Story,CemntBd,None,PConc,Attchd,14,239500
5,1531,700.0,1531,9,27,1Story,VinylSd,Stone,PConc,Attchd,3,300000
4,1922,692.0,1922,8,21,1Story,VinylSd,BrkFace,PConc,Attchd,5,282000
3,1144,336.0,1144,5,11,1Story,HdBoard,BrkCmn,CBlock,Attchd,47,120000
4,1363,439.0,1363,7,23,1Story,Plywood,None,CBlock,Attchd,54,241500
4,1866,870.0,1866,9,27,1Story,MetalSd,BrkFace,PConc,Attchd,0,336860
3,1077,210.0,1077,3,2,1Story,Wd Sdng,None,BrkTil,Detchd,84,91000
4,1550,528.0,1550,8,22,1Story,VinylSd,None,PConc,Attchd,1,207500
5,1646,482.0,1646,7,19,1Story,CemntBd,Stone,PConc,Attchd,4,250000
4,1248,438.0,1248,7,18,1Story,VinylSd,BrkFace,PConc,Attchd,1,167240
4,1245,495.0,1245,7,22,1Story,MetalSd,None,PConc,Attchd,4,178000
3,1052,311.0,1052,6,16,1Story,HdBoard,BrkFace,CBlock,Attchd,44,127000
3,1829,535.0,1829,6,16,1Story,HdBoard,BrkFace,CBlock,Attchd,43,218500
3,952,283.0,952,4,11,1Story,VinylSd,None,CBlock,Detchd,52,135750
4,1480,620.0,1480,7,11,1Story,VinylSd,BrkFace,PConc,Attchd,7,214000
4,1844,620.0,1844,8,15,1Story,VinylSd,Stone,PConc,Attchd,4,257000
3,825,672.0,1497,6,6,1.5Fin,Wd Sdng,None,BrkTil,Detchd,71,157000
3,976,215.0,976,5,2,1Story,MetalSd,None,CBlock,Detchd,64,102000
4,964,432.0,964,5,19,1Story,Wd Sdng,None,BrkTil,Detchd,88,163500
4,1501,577.0,1501,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,10,204000
3,1560,313.0,1560,5,5,1Story,HdBoard,BrkFace,CBlock,Attchd,53,103500
3,1440,0.0,3395,6,8,2.5Fin,VinylSd,None,CBlock,None,93,200000
3,864,399.0,864,5,8,1Story,MetalSd,None,CBlock,Attchd,49,118000
4,1525,541.0,1525,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,6,235000
3,1190,540.0,1190,5,11,SLvl,Wd Sdng,BrkFace,CBlock,Attchd,44,132500
4,1302,859.0,1830,8,22,2Story,VinylSd,None,PConc,BuiltIn,1,221300
4,1500,570.0,1500,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,5,190000
4,878,591.0,1762,7,20,2Story,VinylSd,BrkFace,PConc,Attchd,4,222000
4,1902,567.0,1902,7,19,1Story,BrkFace,None,PConc,Attchd,51,335000
4,1658,726.0,1658,8,22,1Story,VinylSd,BrkFace,PConc,Attchd,1,257500
4,1506,592.0,1506,9,22,1Story,VinylSd,Stone,PConc,Attchd,0,264132
3,899,288.0,899,5,7,1Story,HdBoard,BrkFace,PConc,Attchd,42,130000
3,1001,336.0,1654,5,6,1.5Fin,WdShing,None,CBlock,Detchd,79,137000
3,912,360.0,912,5,2,1Story,Wd Sdng,None,BrkTil,Detchd,78,99500
4,1373,591.0,1373,5,7,SFoyer,Plywood,None,CBlock,Attchd,32,160250
4,970,380.0,1709,7,5,2Story,VinylSd,Stone,PConc,Detchd,2,130000
3,816,100.0,816,5,2,1Story,Stucco,None,BrkTil,Detchd,85,75200
4,1091,429.0,1091,6,13,SLvl,HdBoard,None,CBlock,Attchd,16,131250
3,1081,401.0,1081,6,11,1Story,Wd Sdng,BrkFace,CBlock,CarPort,48,148000
3,1020,288.0,1020,5,7,1Story,HdBoard,None,CBlock,Attchd,44,124100
3,999,588.0,999,7,11,SFoyer,CemntBd,Stone,CBlock,Attchd,47,178400
4,1440,0.0,1440,4,5,1Story,MetalSd,None,PConc,None,30,150000
4,853,534.0,1753,7,20,2Story,VinylSd,BrkFace,PConc,Attchd,9,217000
4,1116,760.0,1964,8,22,2Story,CemntBd,Stone,PConc,BuiltIn,1,252000
4,1141,484.0,1141,7,15,1Story,VinylSd,None,PConc,Detchd,3,152000
3,854,576.0,854,7,6,1.5Unf,Wd Sdng,None,BrkTil,Detchd,78,132000
2,885,378.0,1182,6,4,1.5Fin,VinylSd,None,CBlock,Detchd,61,120000
5,1625,521.0,2091,9,27,2Story,MetalSd,BrkFace,PConc,Attchd,1,338500
3,985,676.0,985,4,11,1Story,MetalSd,None,BrkTil,Detchd,90,105000
4,729,406.0,1446,7,14,2Story,HdBoard,None,PConc,Attchd,12,175000
4,1156,505.0,2022,7,23,2Story,Plywood,BrkFace,CBlock,Attchd,31,192000
4,847,434.0,1948,7,20,2Story,VinylSd,None,PConc,BuiltIn,2,195000
4,786,676.0,1590,8,22,2Story,VinylSd,None,PConc,Attchd,1,210000
4,847,434.0,1948,7,14,2Story,VinylSd,BrkFace,PConc,BuiltIn,4,211000
3,757,240.0,1324,4,6,1.5Fin,MetalSd,None,BrkTil,Detchd,73,128000
3,1425,576.0,1425,6,11,1Story,HdBoard,BrkFace,CBlock,Attchd,44,180500
3,1422,560.0,2337,5,4,2Story,Wd Sdng,None,BrkTil,Detchd,107,90000
3,908,512.0,908,5,11,1.5Unf,Wd Sdng,None,PConc,Attchd,67,138500
4,738,440.0,1492,7,14,2Story,VinylSd,None,PConc,Attchd,0,169985
3,1150,288.0,1150,5,11,1Story,BrkFace,None,CBlock,Attchd,45,146000
4,1080,678.0,2097,7,15,2Story,VinylSd,None,PConc,Attchd,15,228000
3,1256,311.0,1256,5,11,1Story,BrkFace,None,PConc,Attchd,49,159000
4,1095,1053.0,1939,8,22,2Story,VinylSd,None,PConc,Attchd,0,266000
3,816,450.0,1566,5,4,1.5Fin,MetalSd,BrkFace,PConc,Detchd,82,139000
3,784,0.0,784,4,5,1Story,Wd Sdng,None,CBlock,None,53,91900
4,1500,674.0,1500,8,20,1Story,VinylSd,BrkFace,PConc,Attchd,1,212999
5,1850,772.0,1850,9,27,1Story,VinylSd,BrkFace,PConc,Attchd,2,326000
4,813,393.0,1515,6,14,2Story,VinylSd,None,PConc,Attchd,4,179000
5,1537,788.0,1537,8,21,1Story,VinylSd,Stone,PConc,Attchd,2,294000
3,483,288.0,987,6,3,2Story,HdBoard,BrkFace,CBlock,Detchd,37,97000
4,1391,868.0,1962,7,20,2Story,VinylSd,None,PConc,Attchd,0,239799
3,1433,441.0,1433,5,11,1Story,WdShing,None,CBlock,Attchd,45,161000
4,848,420.0,848,6,20,1Story,VinylSd,BrkFace,PConc,Attchd,5,136500
3,483,264.0,987,6,3,2Story,HdBoard,BrkFace,CBlock,Detchd,37,118000
3,845,360.0,845,4,13,1Story,HdBoard,None,CBlock,Detchd,25,129500
3,952,672.0,1548,7,6,1.5Fin,Wd Sdng,None,BrkTil,Detchd,84,205000
3,2515,484.0,2515,6,19,1Story,Wd Sdng,None,PConc,Attchd,50,200624
5,1694,856.0,1694,8,27,1Story,CemntBd,Stone,PConc,Attchd,1,322400
4,1602,810.0,1602,8,20,1Story,VinylSd,BrkFace,PConc,Attchd,2,293200
5,1684,564.0,1684,9,27,1Story,MetalSd,BrkFace,PConc,Attchd,3,266000
3,918,440.0,1683,6,7,2Story,HdBoard,BrkFace,CBlock,Attchd,31,172500
3,1188,456.0,1869,5,4,1.5Fin,VinylSd,None,BrkTil,Detchd,119,124900
3,1432,216.0,1432,6,6,1Story,MetalSd,None,BrkTil,BuiltIn,86,149000
4,1414,494.0,1414,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,6,185500
4,1358,418.0,1358,8,20,1Story,Stucco,None,PConc,Attchd,4,220000
4,1496,474.0,1496,8,22,1Story,CemntBd,Stone,PConc,Attchd,0,225000
3,932,306.0,932,6,11,1Story,BrkFace,None,CBlock,Attchd,57,124000
0,1040,400.0,1040,3,11,1Story,BrkFace,None,Slab,Detchd,59,92900
3,1072,1184.0,1072,5,6,1Story,Wd Sdng,None,BrkTil,Detchd,84,126500
3,864,576.0,864,4,11,1Story,MetalSd,None,CBlock,Detchd,36,111250
4,997,648.0,2285,8,26,2Story,VinylSd,BrkFace,PConc,BuiltIn,7,248000
3,1117,264.0,1117,5,11,1Story,Wd Sdng,None,CBlock,Attchd,45,136870
4,848,420.0,848,6,20,1Story,VinylSd,BrkFace,PConc,Attchd,3,133000
3,1048,286.0,1048,5,11,1Story,MetalSd,BrkFace,CBlock,Attchd,51,135000
4,936,288.0,936,4,11,1Story,HdBoard,BrkFace,CBlock,Attchd,39,111900
3,1283,506.0,1283,5,11,1Story,MetalSd,None,CBlock,Detchd,46,140000
0,1120,680.0,1588,4,23,1.5Fin,WdShing,None,CBlock,Detchd,49,134432
5,2042,724.0,2042,10,28,1Story,CemntBd,BrkFace,PConc,Attchd,1,455000
4,1203,844.0,2526,8,26,2Story,VinylSd,BrkFace,PConc,Attchd,12,290000
4,988,597.0,1873,7,20,2Story,VinylSd,None,PConc,Attchd,8,235500
3,940,400.0,1416,6,4,1.5Fin,Wd Sdng,None,BrkTil,Detchd,106,156500
4,953,460.0,1664,6,14,2Story,VinylSd,None,PConc,Attchd,6,172400
4,1428,480.0,1428,7,22,1Story,CemntBd,None,PConc,Attchd,1,182000
5,1792,925.0,1792,9,27,1Story,VinylSd,BrkFace,PConc,Attchd,1,372397
4,1093,614.0,2814,6,15,2Story,HdBoard,BrkFace,PConc,BuiltIn,13,260000
3,819,0.0,819,5,2,1Story,Wd Sdng,None,BrkTil,None,87,72000
